player_name,player_team,actual_votes,predicted_votes,coaches_votes,prediction_sum,votes_accuracy
Gary Rohan,Geelong,3,2,9,2,1
Gryan Miers,Geelong,3,2,13,2,1
Isaac Smith,Hawthorn,3,2,9,2,1
Jeremy Cameron,Greater Western Sydney,3,2,10,2,1
Liam Baker,Richmond,3,2,11,2,1
Rory Lobb,Fremantle,3,2,10,2,1
Steven Motlop,Port Adelaide,3,2,7,2,1
Tim Taranto,Greater Western Sydney,3,2,9,2,1
Tom Barrass,West Coast,3,2,15,2,1
Darcy Byrne-Jones,Port Adelaide,2,2,21,2,0
David Swallow,Gold Coast,2,2,5,2,0
Levi Casboult,Carlton,2,2,17,2,0
Tom Phillips,Collingwood,2,2,0,2,0
Brad Ebert,Port Adelaide,1,2,5,2,-1
Brodie Smith,Adelaide,1,2,16,2,-1
Caleb Serong,Fremantle,1,2,13,2,-1
Charlie Cameron,Brisbane Lions,1,2,16,2,-1
Jacob Weitering,Carlton,1,2,22,2,-1
Shane Edwards,Richmond,1,2,9,2,-1
Tom Stewart,Geelong,1,2,15,2,-1
Ben McEvoy,Hawthorn,0,2,12,2,-2
Darcy Cameron,Collingwood,0,2,1,2,-2
James Rowbottom,Sydney,0,2,4,2,-2
James Worpel,Hawthorn,0,2,11,2,-2
Kyle Langford,Essendon,0,2,3,2,-2
Mark Blicavs,Geelong,0,2,15,2,-2
Noah Anderson,Gold Coast,0,2,12,2,-2
Shane McAdam,Adelaide,0,2,7,2,-2
Oscar Allen,West Coast,5,1,7,1,4
Michael Gibbons,Carlton,4,1,3,1,3
David Cuningham,Carlton,3,1,8,1,2
Eddie Betts,Carlton,3,1,7,1,2
Jack Lukosius,Gold Coast,3,1,13,1,2
Jayden Short,Richmond,3,1,18,1,2
Lachlan Sholl,Adelaide,3,1,9,1,2
Adam Saad,Essendon,2,1,16,1,1
Anthony McDonald-Tipungwuti,Essendon,2,1,10,1,1
Bradley Hill,St Kilda,2,1,6,1,1
Brandan Parfitt,Geelong,2,1,7,1,1
Derek Eggmolesse-Smith,Richmond,2,1,8,1,1
Jack Riewoldt,Richmond,2,1,10,1,1
Jake Stringer,Essendon,2,1,4,1,1
Josh Daicos,Collingwood,2,1,6,1,1
Mitch Wallis,Western Bulldogs,2,1,10,1,1
Zak Butters,Port Adelaide,2,1,18,1,1
Bachar Houli,Richmond,1,1,10,1,0
Bailey Williams,Western Bulldogs,1,1,5,1,0
Bayley Fritsch,Melbourne,1,1,8,1,0
Ben King,Gold Coast,1,1,6,1,0
Eric Hipwood,Brisbane Lions,1,1,7,1,0
Gary Ablett,Geelong,1,1,5,1,0
Harry Himmelberg,Greater Western Sydney,1,1,2,1,0
Joe Daniher,Essendon,1,1,4,1,0
Lachie Weller,Gold Coast,1,1,20,1,0
Mitch Robinson,Brisbane Lions,1,1,4,1,0
Noah Balta,Richmond,1,1,23,1,0
Zac Bailey,Brisbane Lions,1,1,17,1,0
Zac Fisher,Carlton,1,1,6,1,0
Zac Williams,Greater Western Sydney,1,1,5,1,0
Brad Sheppard,West Coast,0,1,6,1,-1
Connor Rozee,Port Adelaide,0,1,11,1,-1
Dan Houston,Port Adelaide,0,1,19,1,-1
Dylan Grimes,Richmond,0,1,16,1,-1
Jack Steven,Geelong,0,1,0,1,-1
Jackson Thurlow,Sydney,0,1,2,1,-1
Jayden Hunt,Melbourne,0,1,2,1,-1
Jeremy Finlayson,Greater Western Sydney,0,1,3,1,-1
Jordan Dawson,Sydney,0,1,7,1,-1
Matthew Kennedy,Carlton,0,1,4,1,-1
Nick Blakey,Sydney,0,1,4,1,-1
Rhys Stanley,Geelong,0,1,12,1,-1
Sam Petrevski-Seton,Carlton,0,1,8,1,-1
Toby McLean,Western Bulldogs,0,1,9,1,-1
Tom Doedee,Adelaide,0,1,7,1,-1
Tom Green,Greater Western Sydney,0,1,4,1,-1
Trent Dumont,North Melbourne,0,1,5,1,-1
Xavier Duursma,Port Adelaide,0,1,4,1,-1
Zach Tuohy,Geelong,0,1,13,1,-1
Jack Graham,Richmond,3,0,14,0,3
Rory Sloane,Adelaide,3,0,0,0,3
Sam Powell-Pepper,Port Adelaide,3,0,12,0,3
Alex Witherden,Brisbane Lions,2,0,5,0,2
Ben Long,St Kilda,2,0,2,0,2
Brent Daniels,Greater Western Sydney,2,0,6,0,2
Cam Rayner,Brisbane Lions,2,0,2,0,2
Darcy Tucker,Fremantle,2,0,3,0,2
Harry McKay,Carlton,2,0,7,0,2
Jonathon Ceglar,Hawthorn,2,0,6,0,2
Justin Westhoff,Port Adelaide,2,0,2,0,2
Luke Davies-Uniacke,North Melbourne,2,0,5,0,2
Mitch Brown,Melbourne,2,0,0,0,2
Nick Hind,St Kilda,2,0,6,0,2
Oliver Florent,Sydney,2,0,9,0,2
Peter Ladhams,Port Adelaide,2,0,10,0,2
Sam Day,Gold Coast,2,0,0,0,2
Shaun Burgoyne,Hawthorn,2,0,4,0,2
Aaron Hall,North Melbourne,1,0,0,0,1
Alex Sexton,Gold Coast,1,0,2,0,1
Ben Keays,Adelaide,1,0,0,0,1
Dylan Moore,Hawthorn,1,0,2,0,1
Easton Wood,Western Bulldogs,1,0,5,0,1
Hamish Hartlett,Port Adelaide,1,0,10,0,1
Izak Rankine,Gold Coast,1,0,8,0,1
Jack Newnes,Carlton,1,0,1,0,1
Jake Aarts,Richmond,1,0,0,0,1
Jake Carlisle,St Kilda,1,0,1,0,1
Jed Bews,Geelong,1,0,9,0,1
John Noble,Collingwood,1,0,1,0,1
Kane Farrell,Port Adelaide,1,0,6,0,1
Karl Amon,Port Adelaide,1,0,8,0,1
Liam Jones,Carlton,1,0,7,0,1
Luke Dunstan,St Kilda,1,0,0,0,1
Matt de Boer,Greater Western Sydney,1,0,0,0,1
Mitch Georgiades,Port Adelaide,1,0,2,0,1
Nick Vlastuin,Richmond,1,0,21,0,1
Paddy Ryder,St Kilda,1,0,13,0,1
Ryan Clarke,Sydney,1,0,1,0,1
Sebastian Ross,St Kilda,1,0,6,0,1
Tom Clurey,Port Adelaide,1,0,5,0,1
Aaron Francis,Essendon,0,0,3,0,0
Aaron vandenBerg,Melbourne,0,0,0,0,0
Adam Kennedy,Greater Western Sydney,0,0,0,0,0
Adam Tomlinson,Melbourne,0,0,0,0,0
Aidan Corr,Greater Western Sydney,0,0,3,0,0
Aiden Bonar,North Melbourne,0,0,0,0,0
Alex Keath,Western Bulldogs,0,0,12,0,0
Alex Neal-Bullen,Melbourne,0,0,0,0,0
Aliir Aliir,Sydney,0,0,0,0,0
Andrew McPherson,Adelaide,0,0,0,0,0
Andrew Phillips,Essendon,0,0,0,0,0
Archie Smith,Brisbane Lions,0,0,0,0,0
Atu Bosenavulagi,Collingwood,0,0,0,0,0
Bailey Banfield,Fremantle,0,0,0,0,0
Bailey Dale,Western Bulldogs,0,0,0,0,0
Bailey J. Williams,West Coast,0,0,0,0,0
Bailey Scott,North Melbourne,0,0,0,0,0
Ben Brown,North Melbourne,0,0,0,0,0
Ben Cavarra,Western Bulldogs,0,0,0,0,0
Ben Crocker,Adelaide,0,0,0,0,0
Ben Davis,Adelaide,0,0,0,0,0
Ben Jarvis,Geelong,0,0,0,0,0
Ben McKay,North Melbourne,0,0,0,0,0
Ben Paton,St Kilda,0,0,2,0,0
Ben Reid,Collingwood,0,0,0,0,0
Ben Ronke,Sydney,0,0,0,0,0
Ben Stratton,Hawthorn,0,0,3,0,0
Billy Frampton,Adelaide,0,0,0,0,0
Billy Gowers,Western Bulldogs,0,0,0,0,0
Blake Hardwick,Hawthorn,0,0,0,0,0
Bobby Hill,Greater Western Sydney,0,0,0,0,0
Boyd Woodcock,Port Adelaide,0,0,0,0,0
Brad Close,Geelong,0,0,0,0,0
Brandon Ellis,Gold Coast,0,0,6,0,0
Brandon Matera,Fremantle,0,0,0,0,0
Brandon Starcevich,Brisbane Lions,0,0,5,0,0
Brandon Zerk-Thatcher,Essendon,0,0,0,0,0
Brayden Ainsworth,West Coast,0,0,0,0,0
Brayden Fiorini,Gold Coast,0,0,0,0,0
Brayden Ham,Essendon,0,0,0,0,0
Brayden Sier,Collingwood,0,0,2,0,0
Braydon Preuss,Melbourne,0,0,0,0,0
Brendon Ah Chee,West Coast,0,0,0,0,0
Brennan Cox,Fremantle,0,0,3,0,0
Brett Bewley,Fremantle,0,0,0,0,0
Bryce Gibbs,Adelaide,0,0,1,0,0
Cale Hooker,Essendon,0,0,3,0,0
Caleb Graham,Gold Coast,0,0,0,0,0
Callan Ward,Greater Western Sydney,0,0,0,0,0
Callum Ah Chee,Brisbane Lions,0,0,0,0,0
Callum L. Brown,Collingwood,0,0,0,0,0
Callum Moore,Carlton,0,0,0,0,0
Callum Porter,Western Bulldogs,0,0,0,0,0
Callum Sinclair,Sydney,0,0,1,0,0
Callum Wilkie,St Kilda,0,0,1,0,0
Cam McCarthy,Fremantle,0,0,0,0,0
Cam Sutcliffe,Port Adelaide,0,0,0,0,0
Cameron Ellis-Yolmen,Brisbane Lions,0,0,0,0,0
Cameron Polson,Carlton,0,0,0,0,0
Cameron Zurhaar,North Melbourne,0,0,3,0,0
Chad Warner,Sydney,0,0,0,0,0
Changkuoth Jiath,Hawthorn,0,0,0,0,0
Charlie Ballard,Gold Coast,0,0,4,0,0
Charlie Constable,Geelong,0,0,0,0,0
Charlie Spargo,Melbourne,0,0,2,0,0
Chayce Jones,Adelaide,0,0,0,0,0
Chris Mayne,Collingwood,0,0,0,0,0
Christian Salem,Melbourne,0,0,3,0,0
Cody Weightman,Western Bulldogs,0,0,0,0,0
Colin O'Riordan,Sydney,0,0,0,0,0
Connor Ballenden,Brisbane Lions,0,0,0,0,0
Connor Blakely,Fremantle,0,0,0,0,0
Connor Budarick,Gold Coast,0,0,0,0,0
Connor Idun,Greater Western Sydney,0,0,0,0,0
Conor Glass,Hawthorn,0,0,0,0,0
Conor McKenna,Essendon,0,0,0,0,0
Conor Nash,Hawthorn,0,0,0,0,0
Curtis Taylor,North Melbourne,0,0,0,0,0
Damon Greaves,Hawthorn,0,0,2,0,0
Dan Hannebery,St Kilda,0,0,1,0,0
Daniel Howe,Hawthorn,0,0,0,0,0
Daniel Lloyd,Greater Western Sydney,0,0,0,0,0
Daniel McStay,Brisbane Lions,0,0,3,0,0
Daniel Rioli,Richmond,0,0,4,0,0
Daniel Talia,Adelaide,0,0,0,0,0
Darcy Fogarty,Adelaide,0,0,0,0,0
Darcy Fort,Geelong,0,0,0,0,0
Darcy Gardiner,Brisbane Lions,0,0,6,0,0
Darcy Lang,Carlton,0,0,0,0,0
Darcy MacPherson,Gold Coast,0,0,0,0,0
Darcy Parish,Essendon,0,0,5,0,0
Darren Minchington,Hawthorn,0,0,0,0,0
David Astbury,Richmond,0,0,0,0,0
David Mackay,Adelaide,0,0,0,0,0
Dean Kent,St Kilda,0,0,0,0,0
Deven Robertson,Brisbane Lions,0,0,0,0,0
Devon Smith,Essendon,0,0,0,0,0
Dougal Howard,St Kilda,0,0,8,0,0
Dylan Clarke,Essendon,0,0,0,0,0
Dylan Roberton,St Kilda,0,0,0,0,0
Dylan Stephens,Sydney,0,0,0,0,0
Dyson Heppell,Essendon,0,0,0,0,0
Ed Phillips,St Kilda,0,0,0,0,0
Ed Richards,Western Bulldogs,0,0,0,0,0
Ed Vickers-Willis,North Melbourne,0,0,0,0,0
Elijah Taylor,Sydney,0,0,0,0,0
Elliott Himmelberg,Adelaide,0,0,2,0,0
Esava Ratugolea,Geelong,0,0,1,0,0
Ethan Hughes,Fremantle,0,0,0,0,0
Finn Maginness,Hawthorn,0,0,0,0,0
Fischer McAsey,Adelaide,0,0,0,0,0
Flynn Appleby,Collingwood,0,0,0,0,0
Flynn Perez,North Melbourne,0,0,0,0,0
George Hewett,Sydney,0,0,4,0,0
Grant Birchall,Brisbane Lions,0,0,1,0,0
Griffin Logue,Fremantle,0,0,6,0,0
Hamish Brayshaw,West Coast,0,0,0,0,0
Harley Bennell,Melbourne,0,0,0,0,0
Harry Cunningham,Sydney,0,0,0,0,0
Harry Edwards,West Coast,0,0,0,0,0
Harry Jones,Hawthorn,0,0,0,0,0
Harry Morrison,Hawthorn,0,0,0,0,0
Harry Schoenberg,Adelaide,0,0,4,0,0
Harry Taylor,Geelong,0,0,3,0,0
Hayden Crozier,Western Bulldogs,0,0,8,0,0
Hayden McLean,Sydney,0,0,0,0,0
Hayden Young,Fremantle,0,0,0,0,0
Heath Shaw,Greater Western Sydney,0,0,2,0,0
Hunter Clark,St Kilda,0,0,9,0,0
Irving Mosquito,Essendon,0,0,0,0,0
Isaac Cumming,Greater Western Sydney,0,0,0,0,0
Isaac Quaynor,Collingwood,0,0,0,0,0
Ivan Soldo,Richmond,0,0,0,0,0
Jack Bowes,Gold Coast,0,0,0,0,0
Jack Buckley,Greater Western Sydney,0,0,0,0,0
Jack Bytel,St Kilda,0,0,0,0,0
Jack Darling,West Coast,0,0,7,0,0
Jack Henry,Geelong,0,0,3,0,0
Jack Higgins,Richmond,0,0,6,0,0
Jack Lonie,St Kilda,0,0,0,0,0
Jack Madgen,Collingwood,0,0,0,0,0
Jack Mahony,North Melbourne,0,0,0,0,0
Jack Payne,Brisbane Lions,0,0,0,0,0
Jack Petruccelle,West Coast,0,0,0,0,0
Jack Redden,West Coast,0,0,0,0,0
Jack Ross,Richmond,0,0,0,0,0
Jack Scrimshaw,Hawthorn,0,0,0,0,0
Jack Silvagni,Carlton,0,0,0,0,0
Jack Sinclair,St Kilda,0,0,0,0,0
Jack Ziebell,North Melbourne,0,0,0,0,0
Jackson Hately,Greater Western Sydney,0,0,0,0,0
Jackson Nelson,West Coast,0,0,2,0,0
Jackson Trengove,Western Bulldogs,0,0,0,0,0
Jacob Townsend,Essendon,0,0,4,0,0
Jaidyn Stephenson,Collingwood,0,0,0,0,0
Jake Kelly,Adelaide,0,0,0,0,0
Jake Kolodjashnij,Geelong,0,0,0,0,0
Jake Lever,Melbourne,0,0,4,0,0
Jake Melksham,Melbourne,0,0,0,0,0
Jake Waterman,West Coast,0,0,0,0,0
Jamaine Jones,West Coast,0,0,0,0,0
James Aish,Fremantle,0,0,2,0,0
James Bell,Sydney,0,0,0,0,0
James Cousins,Hawthorn,0,0,0,0,0
James Frawley,Hawthorn,0,0,0,0,0
James Harmes,Melbourne,0,0,0,0,0
James Stewart,Essendon,0,0,0,0,0
Jamie Cripps,West Coast,0,0,0,0,0
Jamie Elliott,Collingwood,0,0,3,0,0
Jamie Macmillan,North Melbourne,0,0,0,0,0
Jarman Impey,Hawthorn,0,0,0,0,0
Jarrod Brander,West Coast,0,0,0,0,0
Jarrod Cameron,West Coast,0,0,0,0,0
Jarrod Harbrow,Gold Coast,0,0,0,0,0
Jarrod Lienert,Port Adelaide,0,0,0,0,0
Jarryn Geary,St Kilda,0,0,0,0,0
Jason Castagna,Richmond,0,0,0,0,0
Jason Johannisen,Western Bulldogs,0,0,5,0,0
Jasper Pittard,North Melbourne,0,0,0,0,0
Jay Lockhart,Melbourne,0,0,0,0,0
Jayden Laverde,Essendon,0,0,0,0,0
Jeremy Howe,Collingwood,0,0,9,0,0
Jeremy Sharp,Gold Coast,0,0,0,0,0
Jesse Hogan,Fremantle,0,0,2,0,0
Jesse Joyce,Gold Coast,0,0,0,0,0
Joel Amartey,Sydney,0,0,0,0,0
Joel Smith,Melbourne,0,0,0,0,0
Jonathon Marsh,St Kilda,0,0,0,0,0
Jonathon Patton,Hawthorn,0,0,0,0,0
Jordan Clark,Geelong,0,0,0,0,0
Jordan Roughead,Collingwood,0,0,0,0,0
Jordon Butts,Adelaide,0,0,0,0,0
Josh Battle,St Kilda,0,0,6,0,0
Josh Begley,Essendon,0,0,0,0,0
Josh Caddy,Richmond,0,0,0,0,0
Josh Corbett,Gold Coast,0,0,0,0,0
Josh Honey,Carlton,0,0,0,0,0
Josh Jenkins,Geelong,0,0,0,0,0
Josh Morris,Hawthorn,0,0,0,0,0
Josh Rotham,West Coast,0,0,1,0,0
Josh Schache,Western Bulldogs,0,0,0,0,0
Josh Thomas,Collingwood,0,0,2,0,0
Josh Wagner,Melbourne,0,0,0,0,0
Josh Walker,North Melbourne,0,0,0,0,0
Justin McInerney,Sydney,0,0,2,0,0
Jy Farrar,Gold Coast,0,0,0,0,0
Jye Caldwell,Greater Western Sydney,0,0,0,0,0
Kade Simpson,Carlton,0,0,1,0,0
Kaiden Brand,Sydney,0,0,0,0,0
Kamdyn McIntosh,Richmond,0,0,6,0,0
Keegan Brooksby,Hawthorn,0,0,0,0,0
Keidean Coleman,Brisbane Lions,0,0,0,0,0
Kieran Strachan,Adelaide,0,0,0,0,0
Kobe Mutch,Essendon,0,0,0,0,0
Kyle Hartigan,Adelaide,0,0,0,0,0
Kyron Hayden,North Melbourne,0,0,0,0,0
Kysaiah Pickett,Melbourne,0,0,0,0,0
Lachie Ash,Greater Western Sydney,0,0,0,0,0
Lachie Fogarty,Geelong,0,0,0,0,0
Lachie Henderson,Geelong,0,0,0,0,0
Lachie Plowman,Carlton,0,0,8,0,0
Lachie Schultz,Fremantle,0,0,0,0,0
Lachie Young,Western Bulldogs,0,0,0,0,0
Lachlan Hosie,North Melbourne,0,0,0,0,0
Lachlan Keeffe,Greater Western Sydney,0,0,0,0,0
Lachlan Murphy,Adelaide,0,0,0,0,0
Laitham Vandermeer,Western Bulldogs,0,0,0,0,0
Levi Greenwood,Collingwood,0,0,0,0,0
Lewis Jetta,West Coast,0,0,0,0,0
Lewis Melican,Sydney,0,0,2,0,0
Lewis Taylor,Sydney,0,0,0,0,0
Lewis Young,Western Bulldogs,0,0,0,0,0
Liam Duggan,West Coast,0,0,6,0,0
Liam Henry,Fremantle,0,0,0,0,0
Lin Jong,Western Bulldogs,0,0,0,0,0
Lincoln McCarthy,Brisbane Lions,0,0,1,0,0
Lochie O'Brien,Carlton,0,0,0,0,0
Louis Butler,Western Bulldogs,0,0,0,0,0
Luke Breust,Hawthorn,0,0,3,0,0
Luke Brown,Adelaide,0,0,0,0,0
Luke Dahlhaus,Geelong,0,0,0,0,0
Luke Foley,West Coast,0,0,0,0,0
Luke Jackson,Melbourne,0,0,0,0,0
Lynden Dunn,Collingwood,0,0,0,0,0
Mabior Chol,Richmond,0,0,0,0,0
Majak Daw,North Melbourne,0,0,0,0,0
Marc Pittonet,Carlton,0,0,14,0,0
Marcus Adams,Brisbane Lions,0,0,0,0,0
Mark Hutchings,West Coast,0,0,0,0,0
Mark Keane,Collingwood,0,0,0,0,0
Mark O'Connor,Geelong,0,0,5,0,0
Marley Williams,North Melbourne,0,0,0,0,0
Marlion Pickett,Richmond,0,0,6,0,0
Martin Gleeson,Essendon,0,0,0,0,0
Mason Cox,Collingwood,0,0,1,0,0
Mason Redman,Essendon,0,0,0,0,0
Mason Wood,North Melbourne,0,0,0,0,0
Matt Eagles,Brisbane Lions,0,0,0,0,0
Matt Guelfi,Essendon,0,0,0,0,0
Matthew Cottrell,Carlton,0,0,0,0,0
Matthew Kreuzer,Carlton,0,0,0,0,0
Matthew Ling,Sydney,0,0,0,0,0
Matthew Owies,Carlton,0,0,0,0,0
Matthew Parker,St Kilda,0,0,0,0,0
Matthew Scharenberg,Collingwood,0,0,0,0,0
Matthew Suckling,Western Bulldogs,0,0,0,0,0
Max King,St Kilda,0,0,0,0,0
Max Lynch,Collingwood,0,0,0,0,0
Michael Frederick,Fremantle,0,0,0,0,0
Michael Hartley,Hawthorn,0,0,0,0,0
Michael Hibberd,Melbourne,0,0,4,0,0
Michael Hurley,Essendon,0,0,0,0,0
Mitch Crowden,Fremantle,0,0,0,0,0
Mitch Hannan,Melbourne,0,0,0,0,0
Mitch Lewis,Hawthorn,0,0,0,0,0
Mitch McGovern,Carlton,0,0,1,0,0
Mitchell Hibberd,Essendon,0,0,0,0,0
Mitchell Hinge,Brisbane Lions,0,0,0,0,0
Myles Poholke,Adelaide,0,0,0,0,0
Nathan Broad,Richmond,0,0,0,0,0
Nathan Jones,Melbourne,0,0,0,0,0
Nathan Wilson,Fremantle,0,0,2,0,0
Ned Cahill,Essendon,0,0,0,0,0
Ned McHenry,Adelaide,0,0,0,0,0
Neville Jetta,Melbourne,0,0,0,0,0
Nic Newman,Carlton,0,0,0,0,0
Nicholas Reid,West Coast,0,0,0,0,0
Nick Coffield,St Kilda,0,0,11,0,0
Nick Holman,Gold Coast,0,0,0,0,0
Nick Larkey,North Melbourne,0,0,0,0,0
Noah Answerth,Brisbane Lions,0,0,4,0,0
Oleg Markov,Richmond,0,0,0,0,0
Oliver Hanrahan,Hawthorn,0,0,0,0,0
Orazio Fantasia,Essendon,0,0,0,0,0
Oscar McDonald,Melbourne,0,0,0,0,0
Oscar McInerney,Brisbane Lions,0,0,4,0,0
Oskar Baker,Melbourne,0,0,0,0,0
Paddy Dow,Carlton,0,0,0,0,0
Patrick Lipinski,Western Bulldogs,0,0,1,0,0
Patrick Naish,Richmond,0,0,0,0,0
Paul Ahern,North Melbourne,0,0,0,0,0
Paul Puopolo,Hawthorn,0,0,1,0,0
Paul Seedsman,Adelaide,0,0,1,0,0
Pearce Hanley,Gold Coast,0,0,0,0,0
Phil Davis,Greater Western Sydney,0,0,2,0,0
Quinton Narkle,Geelong,0,0,0,0,0
Reece Conca,Fremantle,0,0,2,0,0
Rhylee West,Western Bulldogs,0,0,0,0,0
Rhys Mathieson,Brisbane Lions,0,0,0,0,0
Ricky Henderson,Hawthorn,0,0,0,0,0
Riley Bonner,Port Adelaide,0,0,0,0,0
Riley Knight,Adelaide,0,0,0,0,0
